id,type,fedWith,weight,offset
urn:ngsi-ld:Animal:cow010,Animal,Hay,358,-18
urn:ngsi-ld:Animal:cow010,Animal,Grass,361,-17
urn:ngsi-ld:Animal:cow010,Animal,Grass,368,-16
urn:ngsi-ld:Animal:cow010,Animal,Grass,371,-15
urn:ngsi-ld:Animal:cow010,Animal,Grass,373,-14
urn:ngsi-ld:Animal:cow010,Animal,Grass,379,-13
urn:ngsi-ld:Animal:cow010,Animal,Grass,381,-12
urn:ngsi-ld:Animal:cow010,Animal,Grass,385,-11
urn:ngsi-ld:Animal:cow010,Animal,Hay,392,-10
urn:ngsi-ld:Animal:cow010,Animal,Hay,393,-9
urn:ngsi-ld:Animal:cow010,Animal,Oats,394,-8
urn:ngsi-ld:Animal:cow010,Animal,Hay,384,-7
urn:ngsi-ld:Animal:cow010,Animal,Hay,368,-6
urn:ngsi-ld:Animal:cow010,Animal,Grass,352,-5
urn:ngsi-ld:Animal:cow010,Animal,Grass,342,-4
urn:ngsi-ld:Animal:cow010,Animal,Grass,332,-3
urn:ngsi-ld:Animal:cow010,Animal,Grass,322,-2
urn:ngsi-ld:Animal:cow010,Animal,Grass,316,-1
urn:ngsi-ld:Animal:cow009,Animal,Grass,396,-24
urn:ngsi-ld:Animal:cow009,Animal,Grass,399,-23
urn:ngsi-ld:Animal:cow009,Animal,Hay,398,-22
urn:ngsi-ld:Animal:cow009,Animal,Hay,393,-21
urn:ngsi-ld:Animal:cow009,Animal,Oats,395,-20
urn:ngsi-ld:Animal:cow009,Animal,Hay,394,-19
urn:ngsi-ld:Animal:cow009,Animal,Hay,396,-18
urn:ngsi-ld:Animal:cow009,Animal,Grass,398,-17
urn:ngsi-ld:Animal:cow009,Animal,Grass,403,-16
urn:ngsi-ld:Animal:cow009,Animal,Grass,405,-15
urn:ngsi-ld:Animal:cow009,Animal,Grass,400,-14
urn:ngsi-ld:Animal:cow009,Animal,Grass,405,-13
urn:ngsi-ld:Animal:cow009,Animal,Grass,407,-12
urn:ngsi-ld:Animal:cow009,Animal,Grass,408,-11
urn:ngsi-ld:Animal:cow009,Animal,Hay,407,-10
urn:ngsi-ld:Animal:cow009,Animal,Hay,408,-9
urn:ngsi-ld:Animal:cow009,Animal,Oats,410,-8
urn:ngsi-ld:Animal:cow009,Animal,Hay,401,-7
urn:ngsi-ld:Animal:cow009,Animal,Hay,403,-6
urn:ngsi-ld:Animal:cow009,Animal,Grass,404,-5
urn:ngsi-ld:Animal:cow009,Animal,Grass,409,-4
urn:ngsi-ld:Animal:cow009,Animal,Grass,410,-3
urn:ngsi-ld:Animal:cow009,Animal,Grass,411,-2
urn:ngsi-ld:Animal:cow009,Animal,Grass,411,-1
urn:ngsi-ld:Animal:cow008,Animal,Grass,355,-24
urn:ngsi-ld:Animal:cow008,Animal,Grass,361,-23
urn:ngsi-ld:Animal:cow008,Animal,Hay,365,-22
urn:ngsi-ld:Animal:cow008,Animal,Hay,364,-21
urn:ngsi-ld:Animal:cow008,Animal,Oats,370,-20
urn:ngsi-ld:Animal:cow008,Animal,Hay,372,-19
urn:ngsi-ld:Animal:cow008,Animal,Hay,378,-18
urn:ngsi-ld:Animal:cow008,Animal,Grass,383,-17
urn:ngsi-ld:Animal:cow008,Animal,Grass,391,-16
urn:ngsi-ld:Animal:cow008,Animal,Grass,395,-15
urn:ngsi-ld:Animal:cow008,Animal,Grass,393,-14
urn:ngsi-ld:Animal:cow008,Animal,Grass,401,-13
urn:ngsi-ld:Animal:cow008,Animal,Grass,405,-12
urn:ngsi-ld:Animal:cow008,Animal,Grass,409,-11
urn:ngsi-ld:Animal:cow008,Animal,Hay,410,-10
urn:ngsi-ld:Animal:cow008,Animal,Hay,413,-9
urn:ngsi-ld:Animal:cow008,Animal,Oats,417,-8
urn:ngsi-ld:Animal:cow008,Animal,Hay,410,-7
urn:ngsi-ld:Animal:cow008,Animal,Hay,414,-6
urn:ngsi-ld:Animal:cow008,Animal,Grass,417,-5
urn:ngsi-ld:Animal:cow008,Animal,Grass,423,-4
urn:ngsi-ld:Animal:cow008,Animal,Grass,426,-3
urn:ngsi-ld:Animal:cow008,Animal,Grass,428,-2
urn:ngsi-ld:Animal:cow008,Animal,Grass,429,-1
urn:ngsi-ld:Animal:cow007,Animal,Grass,395,-24
urn:ngsi-ld:Animal:cow007,Animal,Grass,402,-23
urn:ngsi-ld:Animal:cow007,Animal,Hay,406,-22
urn:ngsi-ld:Animal:cow007,Animal,Hay,406,-21
urn:ngsi-ld:Animal:cow007,Animal,Oats,412,-20
urn:ngsi-ld:Animal:cow007,Animal,Hay,415,-19
urn:ngsi-ld:Animal:cow007,Animal,Hay,421,-18
urn:ngsi-ld:Animal:cow007,Animal,Grass,426,-17
urn:ngsi-ld:Animal:cow007,Animal,Grass,435,-16
urn:ngsi-ld:Animal:cow007,Animal,Grass,440,-15
urn:ngsi-ld:Animal:cow007,Animal,Grass,438,-14
urn:ngsi-ld:Animal:cow007,Animal,Grass,446,-13
urn:ngsi-ld:Animal:cow007,Animal,Grass,451,-12
urn:ngsi-ld:Animal:cow007,Animal,Grass,456,-11
urn:ngsi-ld:Animal:cow007,Animal,Hay,456,-10
urn:ngsi-ld:Animal:cow007,Animal,Hay,460,-9
urn:ngsi-ld:Animal:cow007,Animal,Oats,464,-8
urn:ngsi-ld:Animal:cow007,Animal,Hay,457,-7
urn:ngsi-ld:Animal:cow007,Animal,Hay,461,-6
urn:ngsi-ld:Animal:cow007,Animal,Grass,464,-5
urn:ngsi-ld:Animal:cow007,Animal,Grass,472,-4
urn:ngsi-ld:Animal:cow007,Animal,Grass,474,-3
urn:ngsi-ld:Animal:cow007,Animal,Grass,477,-2
urn:ngsi-ld:Animal:cow007,Animal,Grass,478,-1
urn:ngsi-ld:Animal:cow005,Animal,Grass,416,-24
urn:ngsi-ld:Animal:cow005,Animal,Grass,416,-23
urn:ngsi-ld:Animal:cow005,Animal,Hay,410,-22
urn:ngsi-ld:Animal:cow005,Animal,Hay,416,-21
urn:ngsi-ld:Animal:cow005,Animal,Oats,412,-20
urn:ngsi-ld:Animal:cow005,Animal,Hay,410,-19
urn:ngsi-ld:Animal:cow005,Animal,Hay,412,-18
urn:ngsi-ld:Animal:cow005,Animal,Grass,417,-17
urn:ngsi-ld:Animal:cow005,Animal,Grass,412,-16
urn:ngsi-ld:Animal:cow005,Animal,Grass,414,-15
urn:ngsi-ld:Animal:cow005,Animal,Grass,420,-14
urn:ngsi-ld:Animal:cow005,Animal,Grass,423,-13
urn:ngsi-ld:Animal:cow005,Animal,Grass,416,-12
urn:ngsi-ld:Animal:cow005,Animal,Grass,416,-11
urn:ngsi-ld:Animal:cow005,Animal,Hay,414,-10
urn:ngsi-ld:Animal:cow005,Animal,Hay,426,-9
urn:ngsi-ld:Animal:cow005,Animal,Oats,424,-8
urn:ngsi-ld:Animal:cow005,Animal,Hay,420,-7
urn:ngsi-ld:Animal:cow005,Animal,Hay,422,-6
urn:ngsi-ld:Animal:cow005,Animal,Grass,428,-5
urn:ngsi-ld:Animal:cow005,Animal,Grass,422,-4
urn:ngsi-ld:Animal:cow005,Animal,Grass,419,-3
urn:ngsi-ld:Animal:cow005,Animal,Grass,422,-2
urn:ngsi-ld:Animal:cow005,Animal,Grass,423,-1
urn:ngsi-ld:Animal:cow011,Animal,Grass,488,-24
urn:ngsi-ld:Animal:cow011,Animal,Grass,489,-23
urn:ngsi-ld:Animal:cow011,Animal,Hay,487,-22
urn:ngsi-ld:Animal:cow011,Animal,Hay,481,-21
urn:ngsi-ld:Animal:cow011,Animal,Oats,483,-20
urn:ngsi-ld:Animal:cow011,Animal,Hay,480,-19
urn:ngsi-ld:Animal:cow011,Animal,Hay,482,-18
urn:ngsi-ld:Animal:cow011,Animal,Grass,483,-17
urn:ngsi-ld:Animal:cow011,Animal,Grass,488,-16
urn:ngsi-ld:Animal:cow011,Animal,Grass,490,-15
urn:ngsi-ld:Animal:cow011,Animal,Grass,484,-14
urn:ngsi-ld:Animal:cow011,Animal,Grass,489,-13
urn:ngsi-ld:Animal:cow011,Animal,Grass,490,-12
urn:ngsi-ld:Animal:cow011,Animal,Grass,492,-11
urn:ngsi-ld:Animal:cow011,Animal,Hay,489,-10
urn:ngsi-ld:Animal:cow011,Animal,Hay,490,-9
urn:ngsi-ld:Animal:cow011,Animal,Oats,492,-8
urn:ngsi-ld:Animal:cow011,Animal,Hay,482,-7
urn:ngsi-ld:Animal:cow011,Animal,Hay,483,-6
urn:ngsi-ld:Animal:cow011,Animal,Grass,484,-5
urn:ngsi-ld:Animal:cow011,Animal,Grass,489,-4
urn:ngsi-ld:Animal:cow011,Animal,Grass,490,-3
urn:ngsi-ld:Animal:cow011,Animal,Grass,490,-2
urn:ngsi-ld:Animal:cow011,Animal,Grass,490,-1
urn:ngsi-ld:Animal:cow012,Animal,Grass,384,-24
urn:ngsi-ld:Animal:cow012,Animal,Grass,380,-23
urn:ngsi-ld:Animal:cow012,Animal,Hay,378,-22
urn:ngsi-ld:Animal:cow012,Animal,Hay,387,-21
urn:ngsi-ld:Animal:cow012,Animal,Oats,380,-20
urn:ngsi-ld:Animal:cow012,Animal,Hay,389,-19
urn:ngsi-ld:Animal:cow012,Animal,Hay,384,-18
urn:ngsi-ld:Animal:cow012,Animal,Grass,382,-17
urn:ngsi-ld:Animal:cow012,Animal,Grass,386,-16
urn:ngsi-ld:Animal:cow012,Animal,Grass,391,-15
urn:ngsi-ld:Animal:cow012,Animal,Grass,382,-14
urn:ngsi-ld:Animal:cow012,Animal,Grass,393,-13
urn:ngsi-ld:Animal:cow012,Animal,Grass,388,-12
urn:ngsi-ld:Animal:cow012,Animal,Grass,391,-11
urn:ngsi-ld:Animal:cow012,Animal,Hay,388,-10
urn:ngsi-ld:Animal:cow012,Animal,Hay,393,-9
urn:ngsi-ld:Animal:cow012,Animal,Oats,388,-8
urn:ngsi-ld:Animal:cow012,Animal,Hay,396,-7
urn:ngsi-ld:Animal:cow012,Animal,Hay,396,-6
urn:ngsi-ld:Animal:cow012,Animal,Grass,388,-5
urn:ngsi-ld:Animal:cow012,Animal,Grass,398,-4
urn:ngsi-ld:Animal:cow012,Animal,Grass,394,-3
urn:ngsi-ld:Animal:cow012,Animal,Grass,390,-2
urn:ngsi-ld:Animal:cow012,Animal,Grass,392,-1
urn:ngsi-ld:Animal:cow019,Animal,Grass,378,-24
urn:ngsi-ld:Animal:cow019,Animal,Grass,375,-23
urn:ngsi-ld:Animal:cow019,Animal,Hay,384,-22
urn:ngsi-ld:Animal:cow019,Animal,Oats,381,-21
urn:ngsi-ld:Animal:cow019,Animal,Oats,388,-20
urn:ngsi-ld:Animal:cow019,Animal,Hay,388,-19
urn:ngsi-ld:Animal:cow019,Animal,Oats,382,-18
urn:ngsi-ld:Animal:cow019,Animal,Grass,387,-17
urn:ngsi-ld:Animal:cow019,Animal,Grass,384,-16
urn:ngsi-ld:Animal:cow019,Animal,Grass,387,-15
urn:ngsi-ld:Animal:cow019,Animal,Grass,388,-14
urn:ngsi-ld:Animal:cow019,Animal,Grass,392,-13
urn:ngsi-ld:Animal:cow019,Animal,Grass,384,-12
urn:ngsi-ld:Animal:cow019,Animal,Grass,384,-11
urn:ngsi-ld:Animal:cow019,Animal,Hay,394,-10
urn:ngsi-ld:Animal:cow019,Animal,Oats,393,-9
urn:ngsi-ld:Animal:cow019,Animal,Oats,382,-8
urn:ngsi-ld:Animal:cow019,Animal,Hay,385,-7
urn:ngsi-ld:Animal:cow019,Animal,Oats,388,-6
urn:ngsi-ld:Animal:cow019,Animal,Grass,385,-5
urn:ngsi-ld:Animal:cow019,Animal,Grass,390,-4
urn:ngsi-ld:Animal:cow019,Animal,Grass,394,-3
urn:ngsi-ld:Animal:cow019,Animal,Grass,392,-2
urn:ngsi-ld:Animal:cow019,Animal,Grass,394,-1
urn:ngsi-ld:Animal:cow018,Animal,Grass,336,-24
urn:ngsi-ld:Animal:cow018,Animal,Grass,342,-23
urn:ngsi-ld:Animal:cow018,Animal,Hay,344,-22
urn:ngsi-ld:Animal:cow018,Animal,Hay,343,-21
urn:ngsi-ld:Animal:cow018,Animal,Oats,348,-20
urn:ngsi-ld:Animal:cow018,Animal,Hay,350,-19
urn:ngsi-ld:Animal:cow018,Animal,Hay,354,-18
urn:ngsi-ld:Animal:cow018,Animal,Grass,359,-17
urn:ngsi-ld:Animal:cow018,Animal,Grass,366,-16
urn:ngsi-ld:Animal:cow018,Animal,Grass,370,-15
urn:ngsi-ld:Animal:cow018,Animal,Grass,367,-14
urn:ngsi-ld:Animal:cow018,Animal,Grass,374,-13
urn:ngsi-ld:Animal:cow018,Animal,Grass,377,-12
urn:ngsi-ld:Animal:cow018,Animal,Grass,381,-11
urn:ngsi-ld:Animal:cow018,Animal,Hay,381,-10
urn:ngsi-ld:Animal:cow018,Animal,Hay,385,-9
urn:ngsi-ld:Animal:cow018,Animal,Oats,388,-8
urn:ngsi-ld:Animal:cow018,Animal,Hay,381,-7
urn:ngsi-ld:Animal:cow018,Animal,Hay,384,-6
urn:ngsi-ld:Animal:cow018,Animal,Grass,387,-5
urn:ngsi-ld:Animal:cow018,Animal,Grass,393,-4
urn:ngsi-ld:Animal:cow018,Animal,Grass,395,-3
urn:ngsi-ld:Animal:cow018,Animal,Grass,397,-2
urn:ngsi-ld:Animal:cow018,Animal,Grass,398,-1
urn:ngsi-ld:Animal:cow017,Animal,Milk,94,-24
urn:ngsi-ld:Animal:cow017,Animal,Milk,106,-23
urn:ngsi-ld:Animal:cow017,Animal,Milk,115,-22
urn:ngsi-ld:Animal:cow017,Animal,Hay,118,-21
urn:ngsi-ld:Animal:cow017,Animal,Oats,128,-20
urn:ngsi-ld:Animal:cow017,Animal,Hay,136,-19
urn:ngsi-ld:Animal:cow017,Animal,Hay,145,-18
urn:ngsi-ld:Animal:cow017,Animal,Grass,154,-17
urn:ngsi-ld:Animal:cow017,Animal,Grass,165,-16
urn:ngsi-ld:Animal:cow017,Animal,Grass,173,-15
urn:ngsi-ld:Animal:cow017,Animal,Grass,174,-14
urn:ngsi-ld:Animal:cow017,Animal,Grass,183,-13
urn:ngsi-ld:Animal:cow017,Animal,Grass,190,-12
urn:ngsi-ld:Animal:cow017,Animal,Grass,197,-11
urn:ngsi-ld:Animal:cow017,Animal,Hay,202,-10
urn:ngsi-ld:Animal:cow017,Animal,Hay,208,-9
urn:ngsi-ld:Animal:cow017,Animal,Oats,214,-8
urn:ngsi-ld:Animal:cow017,Animal,Hay,211,-7
urn:ngsi-ld:Animal:cow017,Animal,Hay,216,-6
urn:ngsi-ld:Animal:cow017,Animal,Grass,221,-5
urn:ngsi-ld:Animal:cow017,Animal,Grass,228,-4
urn:ngsi-ld:Animal:cow017,Animal,Grass,233,-3
urn:ngsi-ld:Animal:cow017,Animal,Grass,237,-2
urn:ngsi-ld:Animal:cow017,Animal,Grass,240,-1
urn:ngsi-ld:Animal:cow016,Animal,Grass,478,-24
urn:ngsi-ld:Animal:cow016,Animal,Grass,480,-23
urn:ngsi-ld:Animal:cow016,Animal,Hay,478,-22
urn:ngsi-ld:Animal:cow016,Animal,Hay,472,-21
urn:ngsi-ld:Animal:cow016,Animal,Oats,474,-20
urn:ngsi-ld:Animal:cow016,Animal,Hay,472,-19
urn:ngsi-ld:Animal:cow016,Animal,Hay,474,-18
urn:ngsi-ld:Animal:cow016,Animal,Grass,475,-17
urn:ngsi-ld:Animal:cow016,Animal,Grass,481,-16
urn:ngsi-ld:Animal:cow016,Animal,Grass,482,-15
urn:ngsi-ld:Animal:cow016,Animal,Grass,477,-14
urn:ngsi-ld:Animal:cow016,Animal,Grass,482,-13
urn:ngsi-ld:Animal:cow016,Animal,Grass,484,-12
urn:ngsi-ld:Animal:cow016,Animal,Grass,485,-11
urn:ngsi-ld:Animal:cow016,Animal,Hay,483,-10
urn:ngsi-ld:Animal:cow016,Animal,Hay,484,-9
urn:ngsi-ld:Animal:cow016,Animal,Oats,485,-8
urn:ngsi-ld:Animal:cow016,Animal,Hay,476,-7
urn:ngsi-ld:Animal:cow016,Animal,Hay,477,-6
urn:ngsi-ld:Animal:cow016,Animal,Grass,479,-5
urn:ngsi-ld:Animal:cow016,Animal,Grass,484,-4
urn:ngsi-ld:Animal:cow016,Animal,Grass,485,-3
urn:ngsi-ld:Animal:cow016,Animal,Grass,485,-2
urn:ngsi-ld:Animal:cow016,Animal,Grass,485,-1
urn:ngsi-ld:Animal:cow015,Animal,Grass,208,-24
urn:ngsi-ld:Animal:cow015,Animal,Grass,219,-23
urn:ngsi-ld:Animal:cow015,Animal,Hay,228,-22
urn:ngsi-ld:Animal:cow015,Animal,Hay,231,-21
urn:ngsi-ld:Animal:cow015,Animal,Oats,241,-20
urn:ngsi-ld:Animal:cow015,Animal,Hay,248,-19
urn:ngsi-ld:Animal:cow015,Animal,Hay,257,-18
urn:ngsi-ld:Animal:cow015,Animal,Grass,266,-17
urn:ngsi-ld:Animal:cow015,Animal,Grass,276,-16
urn:ngsi-ld:Animal:cow015,Animal,Grass,284,-15
urn:ngsi-ld:Animal:cow015,Animal,Grass,285,-14
urn:ngsi-ld:Animal:cow015,Animal,Grass,294,-13
urn:ngsi-ld:Animal:cow015,Animal,Grass,301,-12
urn:ngsi-ld:Animal:cow015,Animal,Grass,308,-11
urn:ngsi-ld:Animal:cow015,Animal,Hay,312,-10
urn:ngsi-ld:Animal:cow015,Animal,Hay,318,-9
urn:ngsi-ld:Animal:cow015,Animal,Oats,324,-8
urn:ngsi-ld:Animal:cow015,Animal,Hay,320,-7
urn:ngsi-ld:Animal:cow015,Animal,Hay,325,-6
urn:ngsi-ld:Animal:cow015,Animal,Grass,330,-5
urn:ngsi-ld:Animal:cow015,Animal,Grass,338,-4
urn:ngsi-ld:Animal:cow015,Animal,Grass,342,-3
urn:ngsi-ld:Animal:cow015,Animal,Grass,346,-2
urn:ngsi-ld:Animal:cow015,Animal,Grass,349,-1
urn:ngsi-ld:Animal:cow014,Animal,Grass,441,-24
urn:ngsi-ld:Animal:cow014,Animal,Grass,444,-23
urn:ngsi-ld:Animal:cow014,Animal,Hay,443,-22
urn:ngsi-ld:Animal:cow014,Animal,Hay,438,-21
urn:ngsi-ld:Animal:cow014,Animal,Oats,440,-20
urn:ngsi-ld:Animal:cow014,Animal,Hay,439,-19
urn:ngsi-ld:Animal:cow014,Animal,Hay,441,-18
urn:ngsi-ld:Animal:cow014,Animal,Grass,443,-17
urn:ngsi-ld:Animal:cow014,Animal,Grass,448,-16
urn:ngsi-ld:Animal:cow014,Animal,Grass,450,-15
urn:ngsi-ld:Animal:cow014,Animal,Grass,445,-14
urn:ngsi-ld:Animal:cow014,Animal,Grass,451,-13
urn:ngsi-ld:Animal:cow014,Animal,Grass,452,-12
urn:ngsi-ld:Animal:cow014,Animal,Grass,454,-11
urn:ngsi-ld:Animal:cow014,Animal,Hay,452,-10
urn:ngsi-ld:Animal:cow014,Animal,Hay,454,-9
urn:ngsi-ld:Animal:cow014,Animal,Oats,456,-8
urn:ngsi-ld:Animal:cow014,Animal,Hay,447,-7
urn:ngsi-ld:Animal:cow014,Animal,Hay,448,-6
urn:ngsi-ld:Animal:cow014,Animal,Grass,450,-5
urn:ngsi-ld:Animal:cow014,Animal,Grass,455,-4
urn:ngsi-ld:Animal:cow014,Animal,Grass,456,-3
urn:ngsi-ld:Animal:cow014,Animal,Grass,457,-2
urn:ngsi-ld:Animal:cow014,Animal,Grass,457,-1
urn:ngsi-ld:Animal:cow013,Animal,Grass,374,-24
urn:ngsi-ld:Animal:cow013,Animal,Grass,376,-23
urn:ngsi-ld:Animal:cow013,Animal,Hay,374,-22
urn:ngsi-ld:Animal:cow013,Animal,Oats,368,-21
